Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Location,Fraud_Label
TXN_7126,USER_3739,16.41,Bank Transfer,24-08-2023 21:38,London,1
TXN_47615,USER_8812,255.83,ATM Withdrawal,19-11-2023 11:07,Tokyo,0
TXN_47790,USER_7319,92.67,ATM Withdrawal,20-11-2023 04:53,London,0
TXN_46122,USER_2650,176.42,POS,02-02-2023 13:02,London,0
TXN_35846,USER_3709,73.04,Online,12-05-2023 19:56,Sydney,0
TXN_34582,USER_6730,150.69,ATM Withdrawal,11-03-2023 02:17,New York,0
TXN_13082,USER_5474,42.44,Bank Transfer,06-07-2023 15:40,Tokyo,0
TXN_40646,USER_7345,5.61,ATM Withdrawal,03-12-2023 17:35,Tokyo,0
TXN_21905,USER_8677,11.82,POS,26-01-2023 02:41,London,0
TXN_25238,USER_6575,184.16,Online,19-12-2023 13:18,London,0
TXN_35975,USER_7471,58.18,Bank Transfer,13-04-2023 18:17,Sydney,0
TXN_6496,USER_4766,79.64,Online,14-03-2023 02:27,New York,1
TXN_43693,USER_1957,198.31,ATM Withdrawal,12-02-2023 02:50,Mumbai,1
TXN_33524,USER_2185,10.86,Online,15-05-2023 23:01,Mumbai,0
TXN_20701,USER_5092,163.57,POS,26-04-2023 17:50,New York,0
TXN_13312,USER_7542,169.14,Bank Transfer,25-10-2023 04:54,London,0
TXN_10036,USER_6423,212.17,Bank Transfer,28-02-2023 00:20,London,0
TXN_14164,USER_1256,81.66,Online,02-05-2023 14:56,Sydney,0
TXN_31154,USER_5764,227.03,ATM Withdrawal,30-08-2023 14:54,Tokyo,0
TXN_24948,USER_7586,118.68,POS,07-09-2023 18:26,Mumbai,1
TXN_35308,USER_4763,22.05,ATM Withdrawal,05-04-2023 07:14,Sydney,0
TXN_47763,USER_4936,78.42,ATM Withdrawal,01-05-2023 03:25,Mumbai,0
TXN_32907,USER_4894,209.57,POS,27-05-2023 10:32,Mumbai,0
TXN_45609,USER_8028,3.35,Online,12-03-2023 01:52,London,0
TXN_5253,USER_2910,166.55,Bank Transfer,16-09-2023 07:56,Sydney,0
TXN_19104,USER_4721,22.3,Bank Transfer,12-07-2023 02:59,Tokyo,1
TXN_32805,USER_5702,70.87,POS,20-05-2023 14:42,Tokyo,0
TXN_40516,USER_1118,67.09,POS,29-03-2023 14:38,London,0
TXN_3882,USER_2879,51.5,Online,11-03-2023 14:10,Tokyo,1
TXN_22988,USER_8439,4.62,POS,13-04-2023 16:27,New York,0
TXN_31224,USER_9091,102.05,POS,19-04-2023 11:20,Tokyo,0
TXN_3418,USER_7136,49.06,Bank Transfer,23-10-2023 12:33,Sydney,1
TXN_38929,USER_1647,99.71,Bank Transfer,07-03-2023 02:06,New York,1
TXN_23541,USER_3544,86.02,Bank Transfer,04-02-2023 15:58,Mumbai,1
TXN_26354,USER_8559,111.53,Online,16-01-2023 15:29,Sydney,0
TXN_19771,USER_5796,4.1,Bank Transfer,20-04-2023 02:54,Tokyo,0
TXN_10189,USER_9914,6.9,POS,10-07-2023 10:25,London,0
TXN_44562,USER_1735,79.3,Online,17-09-2023 05:57,Mumbai,0
TXN_44560,USER_8229,28.97,POS,06-11-2023 18:17,New York,0
TXN_44944,USER_5548,16.69,Bank Transfer,18-05-2023 18:21,Tokyo,0
TXN_5195,USER_7256,114.54,Online,09-06-2023 03:27,Mumbai,1
TXN_37255,USER_7797,2.97,Online,13-04-2023 05:41,London,0
TXN_31610,USER_2055,95,Bank Transfer,19-11-2023 08:58,New York,0
TXN_2191,USER_5283,5.09,ATM Withdrawal,01-01-2023 10:47,Sydney,0
TXN_31039,USER_7924,60.6,Online,28-10-2023 16:58,Mumbai,0
TXN_46776,USER_3666,76.34,ATM Withdrawal,14-08-2023 23:55,London,0
TXN_7785,USER_4003,64.33,Bank Transfer,19-02-2023 02:58,Sydney,0
TXN_46172,USER_9758,24.81,Online,06-11-2023 02:47,Sydney,0
TXN_42978,USER_1317,30.43,Online,22-01-2023 03:43,London,0
TXN_48126,USER_6207,398.75,Online,28-11-2023 16:02,New York,0
TXN_3154,USER_5570,263.7,Bank Transfer,01-04-2023 09:00,Sydney,0
TXN_22795,USER_7299,22.52,POS,16-05-2023 16:03,London,0
TXN_29895,USER_9544,60.99,Online,17-06-2023 21:31,Tokyo,0
TXN_16912,USER_6305,41.95,Online,15-04-2023 21:43,London,0
TXN_41042,USER_1458,50.7,ATM Withdrawal,29-09-2023 03:58,Sydney,1
TXN_42715,USER_2731,82.34,POS,18-08-2023 09:16,New York,0
TXN_7441,USER_8764,16.61,POS,07-04-2023 10:09,London,0
TXN_12848,USER_9707,114.08,ATM Withdrawal,27-11-2023 10:53,Tokyo,0
TXN_12619,USER_1149,51.65,Online,03-10-2023 07:56,Sydney,1
TXN_19746,USER_5212,240.92,Online,03-12-2023 14:09,Sydney,0
TXN_1422,USER_9712,218.39,Bank Transfer,30-08-2023 02:47,London,0
TXN_26894,USER_2019,48.26,ATM Withdrawal,10-11-2023 16:48,Tokyo,0
TXN_6065,USER_7559,20.66,POS,13-12-2023 23:17,London,0
TXN_37616,USER_1242,158.91,Online,28-06-2023 13:29,Tokyo,0
TXN_37028,USER_2629,80.49,Online,24-07-2023 19:50,London,0
TXN_43197,USER_3603,70.05,Bank Transfer,20-01-2023 12:16,London,0
TXN_29228,USER_3295,40.29,Bank Transfer,24-11-2023 13:37,Mumbai,0
TXN_29835,USER_5396,14.93,ATM Withdrawal,06-07-2023 22:15,Mumbai,1
TXN_22685,USER_9594,209.32,Bank Transfer,22-03-2023 14:05,Mumbai,0
TXN_22341,USER_6420,194.19,POS,17-11-2023 17:25,Sydney,1
TXN_45713,USER_9598,22.86,ATM Withdrawal,24-07-2023 14:12,London,0
TXN_34759,USER_2370,197.93,Bank Transfer,14-05-2023 18:50,London,0
TXN_5215,USER_9243,75.55,Bank Transfer,27-06-2023 16:16,New York,1
TXN_48812,USER_7801,19.43,ATM Withdrawal,06-07-2023 23:24,Mumbai,0
TXN_44917,USER_4395,30.27,POS,06-03-2023 15:54,London,0
TXN_39364,USER_9583,40.92,Bank Transfer,06-10-2023 16:35,Mumbai,0
TXN_47378,USER_5640,84.88,Bank Transfer,09-02-2023 16:24,Tokyo,0
TXN_2899,USER_6842,17.77,Bank Transfer,09-10-2023 13:33,London,0
TXN_13307,USER_8797,117.93,POS,25-03-2023 08:19,New York,0
TXN_18861,USER_9763,32.55,Bank Transfer,10-12-2023 01:36,Tokyo,1
TXN_14160,USER_5398,63.36,Online,04-11-2023 16:16,Tokyo,1
TXN_15153,USER_7678,99.2,Bank Transfer,31-08-2023 09:53,Mumbai,0
TXN_2561,USER_4808,15.23,ATM Withdrawal,21-11-2023 01:00,Tokyo,0
TXN_7308,USER_4985,6.37,ATM Withdrawal,01-12-2023 17:39,Tokyo,1
TXN_19223,USER_7031,372.5,POS,08-04-2023 03:17,Tokyo,0
TXN_39543,USER_4608,16.71,POS,03-06-2023 06:32,Tokyo,0
TXN_33680,USER_6163,89.91,Bank Transfer,17-12-2023 04:33,New York,1
TXN_39097,USER_5993,1.77,ATM Withdrawal,04-05-2023 05:53,Tokyo,0
TXN_44840,USER_9456,110.27,Bank Transfer,06-10-2023 06:13,Sydney,0
TXN_44614,USER_8646,95.49,Bank Transfer,16-02-2023 10:09,New York,1
TXN_27191,USER_5430,28.64,POS,24-01-2023 20:47,London,1
TXN_17476,USER_4866,86.79,Online,30-06-2023 07:17,Mumbai,1
TXN_14803,USER_1765,35.96,POS,04-07-2023 05:44,Tokyo,0
TXN_26837,USER_2624,63.24,Online,21-04-2023 21:58,Mumbai,0
TXN_10262,USER_2440,197.07,ATM Withdrawal,12-08-2023 17:31,Sydney,0
TXN_44190,USER_4536,2.36,Bank Transfer,11-10-2023 18:21,London,0
TXN_43278,USER_7249,95.08,ATM Withdrawal,10-03-2023 16:33,London,0
TXN_30948,USER_7561,155.98,ATM Withdrawal,11-12-2023 04:18,New York,0
TXN_42989,USER_6211,126.04,POS,18-01-2023 21:20,Tokyo,0
TXN_19709,USER_8760,125.71,ATM Withdrawal,12-03-2023 20:28,New York,0
TXN_28468,USER_3628,254.59,ATM Withdrawal,25-12-2023 04:31,Tokyo,0
TXN_543,USER_6029,15.3,Online,25-08-2023 12:00,London,0
TXN_23822,USER_1143,40.31,POS,10-01-2023 17:26,New York,0
TXN_28066,USER_9925,104.76,Online,30-11-2023 06:18,New York,0
TXN_34415,USER_9828,129.8,Bank Transfer,07-07-2023 17:44,Mumbai,0
TXN_39627,USER_8770,42.22,POS,01-07-2023 00:44,Tokyo,0
TXN_1163,USER_6319,2.5,ATM Withdrawal,02-04-2023 03:36,Mumbai,0
TXN_29746,USER_9446,181.75,ATM Withdrawal,09-05-2023 06:25,New York,0
TXN_2210,USER_6347,222.11,ATM Withdrawal,28-03-2023 22:25,Tokyo,1
TXN_23001,USER_2055,3.86,ATM Withdrawal,21-08-2023 23:25,New York,1
TXN_32300,USER_2748,37.09,ATM Withdrawal,21-11-2023 17:39,London,0
TXN_46320,USER_4766,72.91,ATM Withdrawal,11-07-2023 07:58,Sydney,0
TXN_28827,USER_8961,148,Online,06-01-2023 09:56,London,0
TXN_44404,USER_4567,10.72,Online,11-10-2023 12:35,Sydney,0
TXN_18198,USER_1606,110.93,ATM Withdrawal,29-05-2023 10:04,Mumbai,0
TXN_1901,USER_6078,109.67,POS,30-12-2023 13:22,Tokyo,0
TXN_37460,USER_5995,28.38,Bank Transfer,04-10-2023 12:10,Tokyo,0
TXN_17692,USER_6856,12.51,Online,23-09-2023 17:49,Sydney,0
TXN_28200,USER_5562,70.21,Bank Transfer,30-06-2023 08:54,Tokyo,1
TXN_24782,USER_8933,39.32,Online,14-11-2023 17:39,New York,1
TXN_28968,USER_9748,94.51,Bank Transfer,26-09-2023 10:38,Mumbai,1
TXN_38888,USER_2232,40.8,ATM Withdrawal,15-12-2023 14:48,New York,0
TXN_35968,USER_2594,13.99,Online,03-01-2023 20:42,Mumbai,0
TXN_30875,USER_4683,107.5,Bank Transfer,15-09-2023 02:42,Mumbai,0
TXN_38948,USER_1702,149.36,POS,28-02-2023 11:48,London,0
TXN_15359,USER_3052,260.35,POS,24-09-2023 11:53,Mumbai,1
TXN_42751,USER_4511,20.26,ATM Withdrawal,03-05-2023 03:50,Tokyo,0
TXN_44469,USER_8210,69.98,Online,07-12-2023 23:32,Sydney,1
TXN_19714,USER_4452,21.78,POS,02-12-2023 22:47,Tokyo,1
TXN_11607,USER_6700,178.76,POS,12-10-2023 23:36,Tokyo,0
TXN_36167,USER_4733,32.26,Online,17-05-2023 19:40,Tokyo,1
TXN_35571,USER_8694,8.19,ATM Withdrawal,21-07-2023 15:31,New York,0
TXN_30441,USER_7701,48.42,Online,19-08-2023 23:03,Sydney,1
TXN_39646,USER_1226,9.05,ATM Withdrawal,17-02-2023 12:02,Tokyo,1
TXN_45246,USER_9314,155.99,POS,27-03-2023 08:22,New York,0
TXN_10434,USER_6415,144.75,ATM Withdrawal,28-09-2023 06:01,New York,1
TXN_45591,USER_5469,40.62,Bank Transfer,06-07-2023 21:45,London,0
TXN_33540,USER_7935,69.45,POS,17-07-2023 22:13,London,0
TXN_4162,USER_7100,3.59,POS,02-05-2023 17:18,Mumbai,0
TXN_24261,USER_8661,3.21,POS,01-08-2023 21:45,Mumbai,1
TXN_27618,USER_5392,18.91,POS,10-11-2023 19:08,Mumbai,0
TXN_17466,USER_3934,163.16,POS,29-03-2023 18:55,New York,1
TXN_2441,USER_7816,26.5,Bank Transfer,18-02-2023 02:56,Sydney,0
TXN_6211,USER_4320,34.18,ATM Withdrawal,02-05-2023 16:29,Tokyo,0
TXN_16368,USER_2158,3.09,Bank Transfer,12-12-2023 23:39,London,0
TXN_6896,USER_4551,17.68,ATM Withdrawal,02-07-2023 01:41,London,1
TXN_27590,USER_5848,327.94,POS,04-03-2023 02:49,Tokyo,0
TXN_27721,USER_3307,250.33,Online,17-12-2023 07:17,Sydney,0
TXN_6400,USER_1767,182.68,Bank Transfer,07-09-2023 13:29,New York,1
TXN_46282,USER_4110,56.76,Online,23-09-2023 03:06,Tokyo,0
TXN_30127,USER_2108,13.76,Online,06-10-2023 00:20,Sydney,0
TXN_19027,USER_2445,33.11,POS,29-07-2023 11:09,Mumbai,0
TXN_33821,USER_8727,45.01,Online,21-11-2023 15:00,London,1
TXN_32756,USER_2297,108.46,POS,09-11-2023 11:58,London,0
TXN_47477,USER_4624,260.61,Bank Transfer,24-03-2023 03:19,Sydney,0
TXN_31632,USER_7189,115.74,ATM Withdrawal,03-05-2023 23:17,Sydney,0
TXN_18558,USER_7748,121.05,Online,09-08-2023 10:24,Tokyo,0
TXN_16625,USER_6888,36.7,Online,19-04-2023 16:00,Tokyo,0
TXN_17531,USER_4238,6.6,Online,20-11-2023 14:22,London,1
TXN_37647,USER_3228,111.43,Bank Transfer,30-12-2023 12:24,London,1
TXN_33395,USER_4814,89.67,ATM Withdrawal,02-03-2023 18:51,Mumbai,1
TXN_17827,USER_2378,158.03,Bank Transfer,10-08-2023 00:45,New York,0
TXN_14427,USER_9022,5.17,ATM Withdrawal,14-03-2023 05:40,Mumbai,0
TXN_1005,USER_1054,251.55,Online,25-01-2023 06:24,New York,0
TXN_5488,USER_4089,135.73,POS,12-12-2023 08:26,Sydney,0
TXN_45615,USER_9195,126.58,POS,27-10-2023 03:17,New York,0
TXN_17406,USER_9547,95.44,Bank Transfer,03-09-2023 22:35,Mumbai,1
TXN_454,USER_4440,29.13,Online,07-04-2023 06:59,Mumbai,0
TXN_4244,USER_7726,60.34,ATM Withdrawal,22-05-2023 14:17,Tokyo,0
TXN_39505,USER_9807,800.97,ATM Withdrawal,21-06-2023 09:38,Sydney,0
TXN_43383,USER_8235,84.77,Online,01-12-2023 04:38,Mumbai,0
TXN_34292,USER_7313,289.24,Bank Transfer,12-06-2023 14:54,Sydney,0
TXN_41413,USER_3158,45.3,Online,02-11-2023 20:16,London,0
TXN_44591,USER_6444,78.4,POS,05-03-2023 00:14,Mumbai,0
TXN_31953,USER_4865,6.45,Bank Transfer,18-11-2023 11:18,Tokyo,0
TXN_29980,USER_2546,200.46,Bank Transfer,27-04-2023 23:46,Tokyo,0
TXN_9391,USER_7050,298.06,POS,31-12-2023 08:01,Sydney,0
TXN_22338,USER_6178,90.03,Bank Transfer,18-09-2023 20:56,London,1
TXN_11708,USER_7413,166.63,ATM Withdrawal,02-05-2023 06:03,Mumbai,1
TXN_12966,USER_6267,36.71,Online,03-02-2023 00:24,Sydney,0
TXN_45664,USER_9654,11.5,ATM Withdrawal,27-04-2023 23:24,Mumbai,0
TXN_12824,USER_6367,87.99,POS,06-03-2023 14:02,Mumbai,0
TXN_29861,USER_4542,26.66,Online,21-04-2023 00:56,Sydney,1
TXN_36407,USER_6566,83.65,ATM Withdrawal,02-06-2023 14:44,Sydney,1
TXN_19204,USER_1224,146.91,Bank Transfer,28-12-2023 04:37,Sydney,0
TXN_7776,USER_2019,60.84,POS,27-06-2023 20:18,London,1
TXN_35972,USER_2658,23.28,POS,04-01-2023 12:59,Mumbai,1
TXN_46215,USER_1065,23.83,Bank Transfer,26-04-2023 15:49,Sydney,0
TXN_26542,USER_1650,157.29,Bank Transfer,11-04-2023 17:08,Tokyo,1
TXN_26716,USER_4315,328.92,Bank Transfer,16-09-2023 12:20,Mumbai,0
TXN_41853,USER_4504,73.89,Online,14-08-2023 22:23,Mumbai,1
TXN_15469,USER_6080,64.99,Online,18-12-2023 21:18,Mumbai,1
TXN_27055,USER_4486,26.21,POS,02-03-2023 04:04,Mumbai,1
TXN_11062,USER_3453,102.06,Bank Transfer,07-10-2023 18:58,Tokyo,0
TXN_12110,USER_9027,26.11,Bank Transfer,01-07-2023 23:31,Tokyo,0
TXN_14518,USER_7976,52.32,POS,04-06-2023 08:25,Sydney,0
TXN_37532,USER_1082,689.61,POS,22-02-2023 09:08,London,0
TXN_33612,USER_5594,4.98,ATM Withdrawal,19-02-2023 20:14,Mumbai,0
TXN_13433,USER_3857,140.99,POS,10-05-2023 10:48,London,0
TXN_3053,USER_5958,31.57,Online,19-12-2023 13:56,London,0
TXN_17452,USER_8263,33.58,POS,15-04-2023 10:21,Mumbai,0
TXN_27505,USER_8872,147.87,Online,01-10-2023 21:09,New York,1
TXN_48930,USER_8851,166.32,Bank Transfer,14-08-2023 10:41,Tokyo,0
TXN_20000,USER_7362,146.64,Online,07-05-2023 03:53,London,0
TXN_39079,USER_8516,126.19,Bank Transfer,15-03-2023 07:40,Mumbai,1
TXN_9273,USER_1634,101.43,POS,09-04-2023 10:45,Sydney,0
TXN_10134,USER_7339,62.51,Online,13-11-2023 14:48,Tokyo,0
TXN_2982,USER_1719,288.48,ATM Withdrawal,19-01-2023 17:58,Tokyo,1
TXN_31599,USER_1899,23.17,Online,20-10-2023 13:42,Sydney,1
TXN_47437,USER_2765,26.73,Online,29-03-2023 17:15,Sydney,1
TXN_40223,USER_9587,256.41,Bank Transfer,12-10-2023 17:49,Mumbai,1
TXN_5770,USER_6930,178.26,Bank Transfer,31-12-2023 06:43,Tokyo,1
TXN_34870,USER_7684,357.96,Online,03-11-2023 09:04,Sydney,0
TXN_28999,USER_9591,37.16,Online,23-06-2023 22:37,London,0
TXN_16320,USER_4664,276.25,Bank Transfer,04-12-2023 07:10,Mumbai,0
TXN_38544,USER_1706,264.86,ATM Withdrawal,30-04-2023 22:08,New York,1
TXN_14815,USER_7476,195.7,Online,13-02-2023 18:51,London,1
TXN_17962,USER_1016,27.75,ATM Withdrawal,14-11-2023 21:51,Mumbai,0
TXN_23647,USER_9094,64.94,ATM Withdrawal,30-08-2023 18:24,Sydney,0
TXN_8479,USER_4772,50,POS,19-04-2023 11:37,Tokyo,0
TXN_22895,USER_3573,34.37,ATM Withdrawal,11-04-2023 22:13,Tokyo,1
TXN_18853,USER_4868,148.26,POS,17-05-2023 12:43,London,0
TXN_39474,USER_3789,138.94,Bank Transfer,18-03-2023 21:17,London,1
TXN_9353,USER_9448,29.59,ATM Withdrawal,03-05-2023 14:38,Mumbai,0
TXN_25042,USER_2437,22.78,Bank Transfer,22-10-2023 20:12,London,1
TXN_46015,USER_5734,261.42,Bank Transfer,11-04-2023 20:09,Mumbai,1
TXN_2757,USER_2724,25.9,POS,28-09-2023 14:10,New York,1
TXN_12214,USER_4231,6.17,ATM Withdrawal,19-07-2023 17:31,London,1
TXN_23491,USER_3584,105,Bank Transfer,11-05-2023 18:34,New York,0
TXN_28027,USER_8166,105.78,ATM Withdrawal,11-12-2023 20:13,Tokyo,1
TXN_4128,USER_8409,142.37,ATM Withdrawal,07-08-2023 16:20,London,1
TXN_30611,USER_6202,173.23,Bank Transfer,17-03-2023 04:43,Tokyo,0
TXN_7915,USER_6854,103.3,Bank Transfer,06-06-2023 21:35,Sydney,0
TXN_27687,USER_4655,40.88,POS,20-04-2023 21:28,Tokyo,0
TXN_25572,USER_8522,7.9,Bank Transfer,19-04-2023 23:10,London,0
TXN_2182,USER_7404,373.07,Online,26-04-2023 09:22,Mumbai,0
TXN_29965,USER_4911,141.66,POS,27-06-2023 02:22,New York,0
TXN_26216,USER_4897,88.2,Bank Transfer,21-03-2023 17:23,New York,0
TXN_4822,USER_2342,24.98,ATM Withdrawal,29-10-2023 05:02,Sydney,0
TXN_2110,USER_2124,234.23,Bank Transfer,17-02-2023 13:59,New York,0
TXN_20931,USER_7659,100.7,Online,17-12-2023 02:00,Sydney,0
TXN_25270,USER_1860,32.03,POS,04-10-2023 22:33,Mumbai,0
TXN_176,USER_4510,138.38,Online,20-09-2023 22:39,London,0
TXN_5683,USER_9446,103.51,ATM Withdrawal,06-11-2023 22:03,London,1
TXN_47937,USER_7998,7.68,ATM Withdrawal,06-11-2023 10:15,Mumbai,0
TXN_32858,USER_9581,36.05,ATM Withdrawal,08-06-2023 11:25,London,0
TXN_28221,USER_7163,100.66,POS,29-04-2023 19:57,Mumbai,0
TXN_28530,USER_6179,53.65,ATM Withdrawal,04-07-2023 17:09,Sydney,0
TXN_15849,USER_2742,30.59,ATM Withdrawal,01-06-2023 12:02,Tokyo,0
TXN_23744,USER_3533,199.54,Online,13-02-2023 09:35,New York,0
TXN_43283,USER_7418,106.56,ATM Withdrawal,19-08-2023 15:11,Sydney,1
TXN_20613,USER_2906,14.32,Online,31-03-2023 21:44,London,0
TXN_27819,USER_4023,168.05,ATM Withdrawal,29-04-2023 05:32,Mumbai,0
TXN_38872,USER_7314,88.52,ATM Withdrawal,04-05-2023 19:56,Mumbai,1
TXN_27587,USER_3842,35.66,ATM Withdrawal,10-11-2023 03:52,London,0
TXN_41889,USER_9499,90.69,ATM Withdrawal,22-12-2023 09:48,New York,1
TXN_23872,USER_5524,381.43,POS,02-06-2023 14:55,Sydney,0
TXN_10915,USER_2384,313.92,POS,11-07-2023 00:05,Tokyo,0
TXN_22989,USER_1360,18.3,ATM Withdrawal,08-06-2023 07:35,Tokyo,1
TXN_47401,USER_1978,149.91,POS,02-08-2023 09:54,New York,0
TXN_20374,USER_6737,409.27,ATM Withdrawal,24-03-2023 10:28,New York,0
TXN_24683,USER_7500,440.34,Online,30-06-2023 05:11,Mumbai,0
TXN_8053,USER_8069,52.49,Bank Transfer,31-12-2023 17:20,London,0
TXN_1741,USER_8000,149.63,Bank Transfer,21-05-2023 06:23,Tokyo,1
TXN_25116,USER_3770,236.61,Online,25-05-2023 09:54,New York,0
TXN_24184,USER_9734,3.7,Bank Transfer,15-08-2023 01:55,Mumbai,0
TXN_13631,USER_8385,124.55,POS,23-05-2023 22:14,Tokyo,0
TXN_4303,USER_3931,8.37,Online,15-09-2023 01:45,Tokyo,1
TXN_21987,USER_1650,145.48,Online,17-02-2023 08:12,London,1
TXN_35719,USER_6659,22.77,POS,26-11-2023 12:19,Sydney,1
TXN_23460,USER_5832,189.76,Bank Transfer,07-09-2023 08:07,Mumbai,1
TXN_10444,USER_6989,125.99,Bank Transfer,25-03-2023 08:49,London,0
TXN_42406,USER_5937,21.24,Bank Transfer,08-03-2023 11:45,Mumbai,0
TXN_15709,USER_6037,17.96,Bank Transfer,21-03-2023 05:29,London,0
TXN_33009,USER_9052,182.1,Online,31-03-2023 15:09,Tokyo,0
TXN_10279,USER_2152,22.64,Online,17-07-2023 16:43,Mumbai,0
TXN_20945,USER_5976,71.05,ATM Withdrawal,24-11-2023 09:27,New York,0
TXN_5653,USER_4044,30.88,Bank Transfer,05-10-2023 18:35,Sydney,0
TXN_4816,USER_9611,71.65,Bank Transfer,01-06-2023 00:03,Tokyo,0
TXN_36890,USER_6490,95.98,Bank Transfer,11-07-2023 13:32,Tokyo,0
TXN_39173,USER_8284,22.74,POS,22-01-2023 11:15,Mumbai,0
TXN_15056,USER_7315,63.8,POS,01-06-2023 20:02,London,0
TXN_13943,USER_5426,86.8,POS,23-11-2023 19:04,New York,0
TXN_21681,USER_3014,33.73,Bank Transfer,01-04-2023 14:23,Sydney,1
TXN_35499,USER_6504,218.93,Bank Transfer,28-04-2023 13:21,New York,0
TXN_11028,USER_8824,104.61,Bank Transfer,22-12-2023 19:08,Sydney,0
TXN_4448,USER_7761,117.7,Online,01-11-2023 13:32,New York,0
TXN_39838,USER_1215,2.53,Online,16-02-2023 01:44,Sydney,1
TXN_42196,USER_9345,34.24,Online,17-01-2023 01:02,Sydney,0
TXN_32525,USER_1165,110.69,POS,11-02-2023 08:17,Mumbai,1
TXN_30352,USER_9372,180.14,ATM Withdrawal,27-06-2023 08:57,Mumbai,0
TXN_27614,USER_1175,7.65,POS,27-06-2023 02:50,Sydney,0
TXN_20949,USER_5125,133.59,Bank Transfer,13-12-2023 03:48,Sydney,0
TXN_45484,USER_3510,25.8,POS,11-11-2023 13:23,London,1
TXN_38587,USER_3222,14.22,ATM Withdrawal,13-02-2023 10:30,New York,1
TXN_17249,USER_6701,84.31,POS,19-01-2023 15:33,New York,0
TXN_3431,USER_2629,8.17,Bank Transfer,19-05-2023 04:39,Sydney,1
TXN_46130,USER_8274,87.25,Online,01-08-2023 23:20,Sydney,0
TXN_1792,USER_6291,85.08,Online,05-05-2023 22:10,London,0
TXN_4865,USER_4197,3.88,POS,24-06-2023 09:19,Mumbai,0
TXN_27415,USER_4480,25.85,Online,27-09-2023 21:54,Sydney,0
TXN_17914,USER_3047,33.15,Bank Transfer,20-01-2023 18:15,New York,0
TXN_37332,USER_7228,22.98,Bank Transfer,31-03-2023 19:04,Mumbai,1
TXN_7592,USER_8171,27.58,Bank Transfer,13-08-2023 22:53,Sydney,1
TXN_47134,USER_2988,4.35,ATM Withdrawal,07-12-2023 07:58,Tokyo,0
TXN_44990,USER_2718,97.26,POS,04-12-2023 15:02,Sydney,0
TXN_40268,USER_3526,86.95,Online,22-07-2023 10:52,London,0
TXN_5169,USER_3659,113.73,Bank Transfer,02-06-2023 14:14,Mumbai,0
TXN_35151,USER_8590,125.04,POS,18-08-2023 02:42,Sydney,0
TXN_46635,USER_5194,29.36,ATM Withdrawal,05-02-2023 06:20,Sydney,0
TXN_32957,USER_3071,17.15,Bank Transfer,30-12-2023 19:45,Sydney,0
TXN_40261,USER_4359,79.91,POS,17-03-2023 03:39,Sydney,0
TXN_11807,USER_9806,25.22,ATM Withdrawal,03-02-2023 19:37,London,0
TXN_42048,USER_9417,40.68,ATM Withdrawal,16-10-2023 22:25,New York,0
TXN_2710,USER_9458,195.81,ATM Withdrawal,15-06-2023 11:00,New York,0
TXN_12883,USER_3584,78.32,Online,19-12-2023 02:51,Tokyo,1
TXN_46275,USER_3066,90.15,Bank Transfer,21-05-2023 11:18,Sydney,1
TXN_44108,USER_8559,80.66,Bank Transfer,05-08-2023 14:51,Sydney,1
TXN_5227,USER_1240,151.55,Online,09-05-2023 12:03,Sydney,1
TXN_34401,USER_3747,209.66,Online,07-02-2023 08:57,New York,1
TXN_46086,USER_5661,103.97,Bank Transfer,14-07-2023 15:00,New York,1
TXN_5186,USER_8867,140.87,POS,01-06-2023 06:52,Tokyo,1
TXN_13709,USER_9921,101.33,ATM Withdrawal,15-03-2023 01:26,Sydney,0
TXN_18172,USER_7372,51.16,Bank Transfer,10-12-2023 18:20,Mumbai,0
TXN_39229,USER_7766,2.4,POS,29-09-2023 17:14,Mumbai,1
TXN_2579,USER_7031,18.63,POS,21-05-2023 09:08,Sydney,0
TXN_35600,USER_7198,59.53,Bank Transfer,15-04-2023 17:23,Mumbai,1
TXN_38532,USER_7624,1.02,Bank Transfer,20-05-2023 22:13,Tokyo,1
TXN_29484,USER_2340,148.07,Bank Transfer,18-08-2023 01:16,London,0
TXN_25442,USER_7190,57.81,Bank Transfer,13-07-2023 06:20,London,0
TXN_46697,USER_9900,67.59,Bank Transfer,24-03-2023 16:01,Tokyo,1
TXN_1584,USER_1619,156.37,POS,02-09-2023 13:36,Sydney,0
TXN_47459,USER_4703,97.87,ATM Withdrawal,10-09-2023 09:38,London,0
TXN_18329,USER_8994,1.51,POS,13-03-2023 22:16,New York,0
TXN_8188,USER_7468,110.25,POS,09-03-2023 06:06,New York,1
TXN_8931,USER_3575,48.77,POS,18-04-2023 21:33,Sydney,1
TXN_33140,USER_6361,73.71,Online,26-11-2023 01:46,Mumbai,0
TXN_21588,USER_7177,40.03,ATM Withdrawal,01-11-2023 03:29,London,0
TXN_30813,USER_3612,99.94,POS,18-07-2023 09:54,New York,0
TXN_45260,USER_9243,203.97,ATM Withdrawal,09-05-2023 12:27,New York,0
TXN_4867,USER_8204,4.36,ATM Withdrawal,25-10-2023 09:44,Tokyo,0
TXN_9100,USER_4428,43.87,POS,09-05-2023 02:24,Sydney,1
TXN_21006,USER_4527,161.79,ATM Withdrawal,17-06-2023 20:34,Mumbai,0
TXN_42995,USER_8670,268.93,POS,05-05-2023 11:11,Sydney,0
